订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD2017081917042846AD6D69A0FDE,E43A6E078A06874,3,3,统一绿茶,2017/12/13 7:39,E,已出货未退款,已提现
DD201706051019003179A4D2D74B7,E43A6E078A04134,4,4,脉动,2017/12/13 7:40,B,已出货未退款,已提现
DD20170816749362552397520911,E43A6E078A06874,4.5,4.5,600ml脉动青柠,2017/12/13 7:40,E,已出货未退款,已提现
DD201708167493953449046986967,E43A6E078A04172,2,2,鸡爪,2017/12/13 7:41,A,已出货未退款,已提现
DD201706051006141610DD4FE05FA,E43A6E078A04172,6,6,雀巢咖啡,2017/12/13 7:55,A,已出货未退款,已提现
DD201708167493625557554564673,E43A6E078A06874,4.5,4.5,180ml雀巢咖啡罐装,2017/12/13 7:55,E,已出货未退款,已提现
DD201708167493953528408249354,E43A6E078A04228,4,4,王老吉（500ml）,2017/12/13 8:00,C,已出货未退款,已提现
DD201708167493953540971912824,E43A6E078A04228,2,2,鸭翅,2017/12/13 8:02,C,已出货未退款,已提现
DD20170816749395367259617319,E43A6E078A04228,3,3,统一冰红茶,2017/12/13 8:09,C,已出货未退款,已提现
DD20170816749395368744605717,E43A6E078A04228,1,1,好吃点小饼干,2017/12/13 8:14,C,已出货未退款,已提现
DD201706250913294268BA24DFFA7,E43A6E078A04228,3,3,雪碧最新款,2017/12/13 8:16,C,已出货未退款,已提现
DD201708167493953725889044502,E43A6E078A04172,1,1,康师傅矿泉水,2017/12/13 8:33,A,已出货未退款,已提现
DD20170605082531433D69A52E5A9,E43A6E078A07631,6,6,雀巢咖啡,2017/12/13 8:34,D,已出货未退款,已提现
DD2017081917051712A601CDD46A3,E43A6E078A06874,4,4,脉动,2017/12/13 8:34,E,已出货未退款,已提现
DD201708167493953788194798529,E43A6E078A04228,3,3,统一冰红茶,2017/12/13 8:36,C,已出货未退款,已提现
DD201708167493953812573141467,E43A6E078A04228,3,3,统一冰红茶,2017/12/13 8:37,C,已出货未退款,已提现
DD20170816749328190432380268,E43A6E078A06874,12.5,12.5,100g*5瓶益力多,2017/12/13 8:38,E,已出货未退款,已提现
DD201708167493954131930334712,E43A6E078A04228,1,1,好吃点小饼干,2017/12/13 8:42,C,已出货未退款,已提现
DD201708167493954170010824817,E43A6E078A04228,3,3,维他奶,2017/12/13 8:44,C,已出货未退款,已提现
DD2017062509052765C76A1026C0C,E43A6E078A04172,2,2,怡宝纯净水,2017/12/13 8:46,A,已出货未退款,已提现
DD2017062507560032C3481BB5A14,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/13 8:47,B,已出货未退款,已提现
DD201708167493282860528242578,E43A6E078A06874,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/12/13 9:03,E,已出货未退款,已提现
DD201708167493310401717706346,E43A6E078A04134,3,3,13g无穷烤鸡小腿蜂蜜味,2017/12/13 9:04,B,已出货未退款,已提现
DD201708167493272615745115124,E43A6E078A06874,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/12/13 9:07,E,已出货未退款,已提现
DD201708167493345221427481767,E43A6E078A04172,4,4,250ml维他椰子植物蛋白饮料,2017/12/13 9:13,A,已出货未退款,已提现
DD201708167493333303050465103,E43A6E078A06874,2.5,2.5,58g丽芝士纳宝帝奶酪威化饼干,2017/12/13 9:28,E,已出货未退款,已提现
DD20170816749334511036819413,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/12/13 9:31,A,已出货未退款,已提现
DD2017062507533752F7A8D9DF151,E43A6E078A04134,2,2,怡宝纯净水,2017/12/13 9:39,B,已出货未退款,已提现
DD20170625074708540901D8F402C,E43A6E078A07631,4,4,营养快线,2017/12/13 9:58,D,已出货未退款,已提现
DD20170625072720406615021A2CF,E43A6E078A07631,1,1,香豆干,2017/12/13 10:01,D,已出货未退款,已提现
DD201706250425409874C7BB35DFF,E43A6E078A07631,4,4,阿萨姆奶茶,2017/12/13 10:02,D,已出货未退款,已提现
DD201706250400137138691DED156,E43A6E078A07631,6,6,红牛,2017/12/13 10:03,D,已出货未退款,已提现
DD20170625035928901F25975CE59,E43A6E078A07631,3,3,统一冰红茶,2017/12/13 10:06,D,已出货未退款,已提现
DD201708167493954864410536478,E43A6E078A04172,4,4,王老吉（500ml）,2017/12/13 10:14,A,已出货未退款,已提现
DD2017062503190891ABEE9478803,E43A6E078A04228,4,4,营养快线,2017/12/13 10:16,C,已出货未退款,已提现
DD201708167493954975436460393,E43A6E078A04172,4,4,营养快线,2017/12/13 10:18,A,已出货未退款,已提现
DD201708167493633760890669429,E43A6E078A04228,4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/12/13 10:19,C,已出货未退款,已提现
DD20170819171012746B4C70E17CF,E43A6E078A07631,4,4,脉动,2017/12/13 10:19,D,已出货未退款,已提现
DD201706250310291384C6268E210,E43A6E078A04134,3,3,维他奶,2017/12/13 10:24,B,已出货未退款,已提现
DD2017062503091816B6249BA43CD,E43A6E078A07631,3,3,维他奶,2017/12/13 10:25,D,已出货未退款,已提现
DD2017081674939549830190501,E43A6E078A04172,10,10,口味王槟榔（绿）,2017/12/13 10:40,A,已出货未退款,已提现
DD201708167493633500760868496,E43A6E078A07631,3,3,250ml维他原味豆奶,2017/12/13 10:48,D,已出货未退款,已提现
DD20170605095601558DBDCD9BCD1,E43A6E078A06874,3,3,统一冰红茶,2017/12/13 10:48,E,已出货未退款,已提现
DD201708167493955615122771809,E43A6E078A04228,1,1,好吃点小饼干,2017/12/13 11:20,C,已出货未退款,已提现
DD201708167493439671097433603,E43A6E078A06874,12.5,12.5,100g*5瓶益力多,2017/12/13 11:43,E,已出货未退款,已提现
DD201708167493955766287396427,E43A6E078A06874,15,15,和成天下（红）,2017/12/13 11:54,E,已出货未退款,已提现
DD201708167493955955417174491,E43A6E078A06874,15,15,和成天下（红）,2017/12/13 12:04,E,已出货未退款,已提现
DD201708167493625992240628632,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/12/13 12:05,B,已出货未退款,已提现
DD2017081917245243D24B7D9BF58,E43A6E078A07631,3,3,雪碧最新款,2017/12/13 12:05,D,已出货未退款,已提现
DD201708167493956090945801924,E43A6E078A04228,2.5,2.5,可口可乐330ml,2017/12/13 12:06,C,已出货未退款,已提现
DD20170605091710311ADDC7C58E9,E43A6E078A04228,3,3,可口可乐（500ml）,2017/12/13 12:11,C,已出货未退款,已提现
DD20170819172658181D9975A9E5D,E43A6E078A07631,2,2,怡宝纯净水,2017/12/13 12:11,D,已出货未退款,已提现
DD201708167493278235260335003,E43A6E078A07631,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/12/13 12:12,D,已出货未退款,已提现
DD20170819172745129ED81709880,E43A6E078A07631,2,2,怡宝纯净水,2017/12/13 12:12,D,已出货未退款,已提现
DD201708167493956125482501093,E43A6E078A04228,3,3,卫龙大面筋,2017/12/13 12:16,C,已出货未退款,已提现
DD201706250255154549BC20A0942,E43A6E078A04134,2,2,怡宝纯净水,2017/12/13 12:17,B,已出货未退款,已提现
DD201708167493956275733938064,E43A6E078A04228,2,2,鸭翅,2017/12/13 12:20,C,已出货未退款,已提现
DD20170605091806649EB78FB7472,E43A6E078A04134,3,3,雪碧（500ml）,2017/12/13 12:21,B,已出货未退款,已提现
DD2017081917282034F5B900384EA,E43A6E078A07631,2,2,怡宝纯净水,2017/12/13 12:21,D,已出货未退款,已提现
DD201708167493956286564767983,E43A6E078A04228,2,2,鸭翅,2017/12/13 12:22,C,已出货未退款,已提现
DD201708167493626073947319976,E43A6E078A04228,4.5,4.5,50g上好佳日式鱼果,2017/12/13 12:23,C,已出货未退款,已提现
DD201708191732053724A63F2D1D9,E43A6E078A07631,3,3,雪碧最新款,2017/12/13 12:23,D,已出货未退款,已提现
DD201708167493626259378825559,E43A6E078A06874,4.5,4.5,68g好丽友巧克力派2枚,2017/12/13 12:23,E,已出货未退款,已提现
DD201708167493956441586198073,E43A6E078A06874,15,15,和成天下（红）,2017/12/13 12:24,E,已出货未退款,已提现
DD201706250059085136AA9FC66E4,E43A6E078A04134,3,3,伊利纯牛奶,2017/12/13 12:25,B,已出货未退款,已提现
DD201708167493956555833481501,E43A6E078A06874,15,15,口味王槟榔（红）,2017/12/13 12:26,E,已出货未退款,已提现
DD201708167493957005802158282,E43A6E078A04172,4,4,银鹭八宝粥,2017/12/13 12:27,A,已出货未退款,已提现
DD2017062423071739FD910B9AC13,E43A6E078A07631,3,3,统一冰红茶,2017/12/13 12:32,D,已出货未退款,已提现
DD2017062423053395A8690BF3562,E43A6E078A04172,2,2,怡宝纯净水,2017/12/13 12:34,A,已出货未退款,已提现
DD201708167493345105721105811,E43A6E078A07631,3,3,250ml维他柠檬茶,2017/12/13 12:37,D,已出货未退款,已提现
DD201708167493957071001350206,E43A6E078A04228,3,3,维他奶,2017/12/13 13:08,C,已出货未退款,已提现
DD201708167493957107778594589,E43A6E078A04228,3,3,印尼芝士威化饼干,2017/12/13 13:12,C,已出货未退款,已提现
DD201708167493957163071768945,E43A6E078A06874,15,15,和成天下（红）,2017/12/13 13:13,E,已出货未退款,已提现
DD2017081917350930D97C1351CEF,E43A6E078A04172,2.5,2.5,可口可乐330ml,2017/12/13 13:27,A,已出货未退款,已提现
DD2017060509185530FC8F04DC91A,E43A6E078A04134,3,3,雪碧（500ml）,2017/12/13 13:27,B,已出货未退款,已提现
DD20170819173519255F3047B68CA,E43A6E078A04172,1.5,1.5,鸭翅,2017/12/13 13:28,A,已出货未退款,已提现
DD201708167493632946910260806,E43A6E078A06874,15,15,雀巢咖啡,2017/12/13 13:28,E,已出货未退款,已提现
DD201708167493957221337626177,E43A6E078A04228,3,3,茉莉蜜茶,2017/12/13 13:30,C,已出货未退款,已提现
DD201708167493957333359796795,E43A6E078A04228,2.5,2.5,芬达330ml,2017/12/13 13:56,C,已出货未退款,已提现
DD20170422143907592C798136404,E43A6E078A04172,4.5,4.5,脉动,2017/12/13 14:07,A,已出货未退款,已提现
DD201708167493920324474068997,E43A6E078A04228,1.5,1.5,40g双汇玉米热狗肠,2017/12/13 14:07,C,已出货未退款,已提现
DD2017072707514194F4EC7746E38,E43A6E078A04228,3,3,百事可乐500ml,2017/12/13 14:07,C,已出货未退款,已提现
DD20170417082759492DE760A0654,E43A6E078A07631,2.5,2.5,可口可乐330ml,2017/12/13 14:07,D,已出货未退款,已提现
DD201708167493957422784576705,E43A6E078A07631,4,4,阿萨姆奶茶,2017/12/13 14:10,D,已出货未退款,已提现
DD201708167493957474272635091,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/13 14:15,C,已出货未退款,已提现
DD2017072707511740EB8BAF07A6B,E43A6E078A04134,3,3,百事可乐500ml,2017/12/13 14:27,B,已出货未退款,已提现
DD2017041708144362B601983E0E2,E43A6E078A04228,4,4,王老吉（500ml）,2017/12/13 14:27,C,已出货未退款,已提现
DD201708167493957485929217793,E43A6E078A04228,1.2,1.2,康师傅矿泉水,2017/12/13 14:29,C,已出货未退款,已提现
DD2017062422334598D115738CE5D,E43A6E078A04228,3,3,冰糖雪梨,2017/12/13 14:33,C,已出货未退款,已提现
DD20170624222231551F5027ED9B5,E43A6E078A07631,2,2,鸭翅,2017/12/13 14:50,D,已出货未退款,已提现
DD201708167493957710658178475,E43A6E078A04172,3,3,统一绿茶,2017/12/13 15:01,A,已出货未退款,已提现
DD20170605092512593883E129C35,E43A6E078A04172,3.5,3.5,阿萨姆奶茶,2017/12/13 15:07,A,已出货未退款,已提现
DD2017081917450422EC00072C172,E43A6E078A06874,2,2,怡宝纯净水,2017/12/13 15:07,E,已出货未退款,已提现
DD201708167493957717601358948,E43A6E078A04228,4,4,王老吉（罐）,2017/12/13 15:16,C,已出货未退款,已提现
DD201708167493957795513401893,E43A6E078A06874,15,15,和成天下（红）,2017/12/13 15:18,E,已出货未退款,已提现
DD20170605093427784DB82FEE613,E43A6E078A07631,3.5,3.5,阿萨姆奶茶,2017/12/13 15:19,D,已出货未退款,已提现
DD2017081917490713CB18BEB9F66,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/12/13 15:19,E,已出货未退款,已提现
DD201708167493632786199582839,E43A6E078A04172,4,4,500ml统一阿萨姆奶茶,2017/12/13 15:28,A,已出货未退款,已提现
DD201708167493632811031738646,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/12/13 15:28,B,已出货未退款,已提现
DD201708191757494943860A5E12A,E43A6E078A07631,3,3,可口可乐最新款,2017/12/13 15:28,D,已出货未退款,已提现
DD201708167493957881925953859,E43A6E078A07631,2.5,2.5,雪碧330ml,2017/12/13 15:29,D,已出货未退款,已提现
DD20170816749395793351906886,E43A6E078A06874,15,15,湘潭铺子(羽泉版),2017/12/13 15:30,E,已出货未退款,已提现
DD2017083102111676E1458117975,E43A6E078A04172,2.5,2.5,雪碧最新款,2017/12/13 15:31,A,已出货未退款,已提现
DD2017062421305541112E3CC586D,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/13 15:35,B,已出货未退款,已提现
DD20170624212813102FBB90C539E,E43A6E078A04134,2.5,2.5,维他奶,2017/12/13 15:40,B,已出货未退款,已提现
DD201708167493958191141586451,E43A6E078A04172,2,2,康师傅矿泉水,2017/12/13 15:45,A,已出货未退款,已提现
DD201708167493260286409447117,E43A6E078A06874,4,4,85g嘉士利果乐果香夹心饼干蓝莓味,2017/12/13 15:58,E,已出货未退款,已提现
DD201708167493231216057224812,E43A6E078A06874,3,3,450ml美汁源果粒橙,2017/12/13 15:59,E,已出货未退款,已提现
DD201708167493375592146307747,E43A6E078A04228,6,6,250ml红牛,2017/12/13 16:05,C,已出货未退款,已提现
DD201708167493958205621137828,E43A6E078A07631,2,2,康师傅矿泉水,2017/12/13 16:06,D,已出货未退款,已提现
DD201708167493958242900638927,E43A6E078A04172,2,2,康师傅矿泉水,2017/12/13 16:07,A,已出货未退款,已提现
DD201708167493404499650620534,E43A6E078A04228,5.4,5.4,32g卫龙亲嘴烧,2017/12/13 16:08,C,已出货未退款,已提现
DD2017072707491915E3F0294E38E,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/13 16:08,C,已出货未退款,已提现
DD201708167493958530563398105,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:09,E,已出货未退款,已提现
DD201708167493958624190500025,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:10,E,已出货未退款,已提现
DD201708167493958701609381687,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:17,E,已出货未退款,已提现
DD201708167493958710797505821,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:19,E,已出货未退款,已提现
DD201708167493958869331098356,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:26,E,已出货未退款,已提现
DD201708167493958917931406242,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:34,E,已出货未退款,已提现
DD201708167493958921337014052,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:35,E,已出货未退款,已提现
DD201708167493959006047491915,E43A6E078A07631,4,4,阿萨姆奶茶,2017/12/13 16:38,D,已出货未退款,已提现
DD201708167493959017838243512,E43A6E078A04172,4,4,阿萨姆奶茶,2017/12/13 16:39,A,已出货未退款,已提现
DD201708167493959028454711165,E43A6E078A07631,4,4,阿萨姆奶茶,2017/12/13 16:40,D,已出货未退款,已提现
DD201708167493345044766680152,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/12/13 16:41,A,已出货未退款,已提现
DD2017081674930543655835936507,E43A6E078A06874,3,3,250ml维他柠檬茶,2017/12/13 16:43,E,已出货未退款,已提现
DD20170605095059437BC796D10E6,E43A6E078A06874,3,3,统一冰红茶,2017/12/13 16:43,E,已出货未退款,已提现
DD20170624203358448DAE90E2FD2,E43A6E078A04134,4,4,阿萨姆奶茶,2017/12/13 16:44,B,已出货未退款,已提现
DD20170624202045130149C2142A6,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/13 16:46,B,已出货未退款,已提现
DD201708167493632106208333087,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/12/13 16:47,A,已出货未退款,已提现
DD201708167493632039795151276,E43A6E078A04228,0.8,0.8,20g咪咪虾条马来西亚风味,2017/12/13 16:47,C,已出货未退款,已提现
DD20170819192908585B3E3065067,E43A6E078A07631,3,3,雪碧最新款,2017/12/13 16:47,D,已出货未退款,已提现
DD201708191929407376DFE050A3F,E43A6E078A04228,3,3,芬达330ml,2017/12/13 16:48,C,已出货未退款,已提现
DD20170816749362788780670117,E43A6E078A06874,4.5,4.5,55g奥利奥原味芝士饼干,2017/12/13 16:48,E,已出货未退款,已提现
DD201708167493959216618808771,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 16:58,E,已出货未退款,已提现
DD20170422125227355EB56BA9730,E43A6E078A04172,2.5,2.5,冰红茶（罐）,2017/12/13 17:03,A,已出货未退款,已提现
DD201707270745521284AB0ACEA6D,E43A6E078A04134,4,4,阿萨姆奶茶,2017/12/13 17:03,B,已出货未退款,已提现
DD20170816749395955384531164,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 17:06,E,已出货未退款,已提现
DD201708167493959589740437008,E43A6E078A04228,3,3,可口可乐（500ml）,2017/12/13 17:07,C,已出货未退款,已提现
DD201708167493959829691043027,E43A6E078A04228,2,2,怡宝纯净水,2017/12/13 17:08,C,已出货未退款,已提现
DD201708167493959845923042289,E43A6E078A04228,2,2,怡宝纯净水,2017/12/13 17:10,C,已出货未退款,已提现
DD201706242016306390E41DB617D,E43A6E078A04134,2,2,怡宝纯净水,2017/12/13 17:20,B,已出货未退款,已提现
DD201708167493959868991612584,E43A6E078A04228,1.2,1.2,康师傅矿泉水,2017/12/13 17:22,C,已出货未退款,已提现
DD201708167493959876099081351,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 17:29,E,已出货未退款,已提现
DD2017081674930539823068464665,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/12/13 17:31,C,已出货未退款,已提现
DD20170819193919935B0BEDD6EE8,E43A6E078A04228,3,3,芬达330ml,2017/12/13 17:31,C,已出货未退款,已提现
DD2017062419490971B4F6925E00D,E43A6E078A04228,4,4,脉动,2017/12/13 17:32,C,已出货未退款,已提现
DD201708167493959891891789622,E43A6E078A04172,1,1,康师傅矿泉水,2017/12/13 17:33,A,已出货未退款,已提现
DD201708167493725745747817714,E43A6E078A04172,3.5,3.5,250ml维他原味豆奶,2017/12/13 17:34,A,已出货未退款,已提现
DD2017081920041256A67E6A7EB6B,E43A6E078A04172,2.5,2.5,芬达330ml,2017/12/13 17:34,A,已出货未退款,已提现
DD201708167493959899164006573,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 17:37,E,已出货未退款,已提现
DD201708167493959900644861206,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 17:38,E,已出货未退款,已提现
DD201708167493539686028206358,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/12/13 17:39,B,已出货未退款,已提现
DD20170605095029363EF5E609B83,E43A6E078A04134,4,4,阿萨姆奶茶,2017/12/13 17:39,B,已出货未退款,已提现
DD20170819200947629678D93ABCA,E43A6E078A04228,3,3,可口可乐最新款,2017/12/13 17:39,C,已出货未退款,已提现
DD201708167493959949216211783,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 17:40,E,已出货未退款,已提现
DD201708167493960010544918333,E43A6E078A07631,2,2,康师傅矿泉水,2017/12/13 17:44,D,已出货未退款,已提现
DD20170624193951610E14EA758F1,E43A6E078A04228,2,2,怡宝纯净水,2017/12/13 17:46,C,已出货未退款,已提现
DD201708167493628636268916728,E43A6E078A04172,4.5,4.5,180ml雀巢咖啡罐装,2017/12/13 17:47,A,已出货未退款,已提现
DD201708192023582493AA61E1F3E,E43A6E078A04228,1,1,迷你纸巾,2017/12/13 17:47,C,已出货未退款,已提现
DD201708167493960041167982288,E43A6E078A07631,2,2,康师傅矿泉水,2017/12/13 17:49,D,已出货未退款,已提现
DD201708167493960058588410125,E43A6E078A04172,2,2,康师傅矿泉水,2017/12/13 17:51,A,已出货未退款,已提现
DD201708167493539868082347344,E43A6E078A04228,3,3,250ml维他原味豆奶,2017/12/13 17:53,C,已出货未退款,已提现
DD2017081920301842393E0C72CA0,E43A6E078A04228,4.5,4.5,脉动,2017/12/13 17:53,C,已出货未退款,已提现
DD201708167493960317977647627,E43A6E078A04228,3,3,伊利优酸乳,2017/12/13 17:54,C,已出货未退款,已提现
DD2017060509513296E5671013F9C,E43A6E078A04172,4.5,4.5,脉动,2017/12/13 17:56,A,已出货未退款,已提现
DD20170819203243100BADB925BF3,E43A6E078A07631,2,2,怡宝纯净水,2017/12/13 17:56,D,已出货未退款,已提现
DD201708167493960327920066591,E43A6E078A04228,3,3,伊利优酸乳,2017/12/13 17:57,C,已出货未退款,已提现
DD20170819205927139E1257C97E1,E43A6E078A04172,1.5,1.5,鸭翅,2017/12/13 17:59,A,已出货未退款,已提现
DD20170605095633312340E29FCAA,E43A6E078A04134,3,3,果粒橙,2017/12/13 17:59,B,已出货未退款,已提现
DD2017081674930356322233457677,E43A6E078A06874,2,2,40g双汇玉米热狗肠,2017/12/13 18:03,E,已出货未退款,已提现
DD201708167493960561200716866,E43A6E078A07631,2,2,康师傅矿泉水,2017/12/13 18:09,D,已出货未退款,已提现
DD201708192101375306BC4E66A74,E43A6E078A04172,2.5,2.5,可口可乐330ml,2017/12/13 18:24,A,已出货未退款,已提现
DD201708167493631218797114573,E43A6E078A06874,5.5,5.5,330ml伊利畅意乳酸菌原味,2017/12/13 18:24,E,已出货未退款,已提现
DD20170819210159439A3721BB68C,E43A6E078A06874,4,4,王老吉（500ml）,2017/12/13 18:27,E,已出货未退款,已提现
DD201708167493725597812450499,E43A6E078A06874,3.5,3.5,维他奶（巧克力味）,2017/12/13 18:27,E,已出货未退款,已提现
DD201708167493960562160027338,E43A6E078A04172,2,2,康师傅矿泉水,2017/12/13 18:28,A,已出货未退款,已提现
DD2017081921292511EF0ACCC1552,E43A6E078A04228,4.5,4.5,营养快线,2017/12/13 18:29,C,已出货未退款,已提现
DD2017060509570199F0DF21C29CA,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/12/13 18:29,E,已出货未退款,已提现
DD2017042800200340A570C759BF5,E43A6E078A04172,3,3,统一冰红茶,2017/12/13 18:30,A,已出货未退款,已提现
DD20170605100311867966CB23356,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/13 18:30,B,已出货未退款,已提现
DD201708192135173495A6C6EB2BC,E43A6E078A04228,3,3,怡宝纯净水,2017/12/13 18:30,C,已出货未退款,已提现
DD201708167493960626329387653,E43A6E078A07631,2,2,康师傅矿泉水,2017/12/13 18:32,D,已出货未退款,已提现
DD20170816749396063358492183,E43A6E078A04172,2,2,康师傅矿泉水,2017/12/13 18:34,A,已出货未退款,已提现
DD201708167493960647901413003,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 18:38,E,已出货未退款,已提现
DD201708167493960691124619186,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 18:39,E,已出货未退款,已提现
DD201708167493960773238922974,E43A6E078A06874,10,10,和成天下（黄）,2017/12/13 18:41,E,已出货未退款,已提现
DD201708167493960779691205517,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 18:42,E,已出货未退款,已提现
DD201708167493960817612442513,E43A6E078A04228,3,3,印尼芝士威化饼干,2017/12/13 18:43,C,已出货未退款,已提现
DD201704280013109317CA3AFE2FA,E43A6E078A04172,3,3,统一绿茶,2017/12/13 18:44,A,已出货未退款,已提现
DD20170819213828240B01E0BF0A5,E43A6E078A04228,4,4,统一冰红茶,2017/12/13 18:44,C,已出货未退款,已提现
DD201708167493960851479899884,E43A6E078A04228,3,3,卫龙大面筋,2017/12/13 18:46,C,已出货未退款,已提现
DD201708167493960988552094312,E43A6E078A07631,2,2,伊利优酸乳,2017/12/13 18:51,D,已出货未退款,已提现
DD20170816749396099647185322,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 18:55,E,已出货未退款,已提现
DD201708167493961045366528373,E43A6E078A04172,4,4,阿萨姆奶茶,2017/12/13 18:58,A,已出货未退款,已提现
DD201708167493961050290608951,E43A6E078A04172,4,4,阿萨姆奶茶,2017/12/13 18:59,A,已出货未退款,已提现
DD20170816749396158828011497,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 19:00,E,已出货未退款,已提现
DD201708167493961589333880454,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 19:01,E,已出货未退款,已提现
DD201708167493375201056725089,E43A6E078A04228,9,9,32g卫龙亲嘴烧,2017/12/13 19:05,C,已出货未退款,已提现
DD201708167493310146272727094,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/12/13 19:07,A,已出货未退款,已提现
DD201708167493961602097894087,E43A6E078A04228,3,3,茉莉蜜茶,2017/12/13 19:11,C,已出货未退款,已提现
DD201708167493961648068680182,E43A6E078A04228,3,3,茉莉蜜茶,2017/12/13 19:26,C,已出货未退款,已提现
DD201708167493961652150357785,E43A6E078A04228,2.5,2.5,芬达330ml,2017/12/13 19:27,C,已出货未退款,已提现
DD201708167493961657839019075,E43A6E078A04172,10,10,口味王槟榔（绿）,2017/12/13 19:28,A,已出货未退款,已提现
DD201708167493961662007123817,E43A6E078A04228,2.5,2.5,芬达330ml,2017/12/13 19:32,C,已出货未退款,已提现
DD201708167493961715550038486,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/13 19:34,C,已出货未退款,已提现
DD201708167493961745099390641,E43A6E078A04228,3,3,卫龙大面筋,2017/12/13 19:39,C,已出货未退款,已提现
DD201708167493961747082641596,E43A6E078A04228,3,3,印尼芝士威化饼干,2017/12/13 19:43,C,已出货未退款,已提现
DD201708167493961784292307895,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/13 19:46,C,已出货未退款,已提现
DD201708167493961827946862147,E43A6E078A04228,3,3,卫龙大面筋,2017/12/13 19:48,C,已出货未退款,已提现
DD201708167493961988459253756,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 19:49,E,已出货未退款,已提现
DD20170605100937287A5E1AC4FBF,E43A6E078A04134,3.5,3.5,阿萨姆奶茶,2017/12/13 19:50,B,已出货未退款,已提现
DD2017081921414576B5CABC061EE,E43A6E078A04228,5,5,脉动,2017/12/13 19:50,C,已出货未退款,已提现
DD201708167493961990858536296,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 19:51,E,已出货未退款,已提现
DD2017060510340863745090E2B6E,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/12/13 19:57,B,已出货未退款,已提现
DD2017081922212417EC3C6AD0379,E43A6E078A04228,5,5,脉动,2017/12/13 19:57,C,已出货未退款,已提现
DD201708167493962181282788279,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 19:58,E,已出货未退款,已提现
DD201708167493962255781523694,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 19:59,E,已出货未退款,已提现
DD20170624185552786DB6C47C34C,E43A6E078A06874,3.5,3.5,统一绿茶,2017/12/13 20:05,E,已出货未退款,已提现
DD20170624185026517A5FAD1CC1F,E43A6E078A06874,3.5,3.5,冰糖雪梨,2017/12/13 20:17,E,已出货未退款,已提现
DD20170819222910451FA78CD0DEC,E43A6E078A04172,2.5,2.5,芬达330ml,2017/12/13 20:22,A,已出货未退款,已提现
DD201708167493539944504861974,E43A6E078A04134,4,4,85g新麦潮北海道吐司,2017/12/13 20:22,B,已出货未退款,已提现
DD2017060510583515960C98C5FC3,E43A6E078A04134,4.5,4.5,脉动,2017/12/13 20:22,B,已出货未退款,已提现
